27.01.2025;6012,28
28.01.2025;6067,70
29.01.2025;6039,31
30.01.2025;6071,17
31.01.2025;6040,53
03.02.2025;5994,57
04.02.2025;6037,88
05.02.2025;6061,48
06.02.2025;6083,57
07.02.2025;6025,99
10.02.2025;6066,44
11.02.2025;6068,50
12.02.2025;6051,97
13.02.2025;6115,07
14.02.2025;6114,63
17.02.2025;
18.02.2025;6129,58
19.02.2025;6144,15
20.02.2025;6117,52
21.02.2025;6013,13
24.02.2025;5983,25
25.02.2025;5955,25
26.02.2025;5956,06
27.02.2025;5861,57
28.02.2025;5954,50
03.03.2025;5849,72
04.03.2025;5778,15
05.03.2025;5842,63
06.03.2025;5738,52
07.03.2025;5770,20
10.03.2025;5614,56
11.03.2025;5572,07
12.03.2025;5599,30
13.03.2025;5521,52
14.03.2025;5638,94
17.03.2025;5675,12
18.03.2025;5614,66
19.03.2025;5675,29
20.03.2025;5662,89
21.03.2025;5667,56
24.03.2025;5767,57
25.03.2025;5776,65
26.03.2025;5712,20
27.03.2025;5693,31
28.03.2025;5580,94
31.03.2025;5611,85
01.04.2025;5633,07
02.04.2025;5670,97
03.04.2025;5396,52
04.04.2025;5074,08
07.04.2025;5062,25
08.04.2025;4982,77
09.04.2025;5456,90
10.04.2025;5268,05
11.04.2025;5363,36
14.04.2025;5405,97
15.04.2025;5396,63
16.04.2025;5275,70
17.04.2025;5282,70
18.04.2025;
21.04.2025;5158,20
22.04.2025;5287,76
23.04.2025;5375,86
24.04.2025;5484,77
25.04.2025;5525,21
28.04.2025;5528,75
29.04.2025;5560,83
30.04.2025;5569,06
01.05.2025;5604,14
02.05.2025;5686,67
05.05.2025;5650,38
06.05.2025;5606,91
07.05.2025;5631,28
08.05.2025;5663,94
09.05.2025;5659,91
12.05.2025;5844,19
13.05.2025;5886,55
14.05.2025;5892,58
15.05.2025;5916,93
16.05.2025;5958,38
19.05.2025;5963,60
20.05.2025;5940,46
21.05.2025;5844,61
22.05.2025;5842,01
23.05.2025;5802,82
26.05.2025;
27.05.2025;5921,54
28.05.2025;5888,55
29.05.2025;5912,17
30.05.2025;5911,69
02.06.2025;5935,94
03.06.2025;5970,37
04.06.2025;5970,81
05.06.2025;5939,30
06.06.2025;6000,36
09.06.2025;6005,88
10.06.2025;6038,81
11.06.2025;6022,24
12.06.2025;6045,26
13.06.2025;5976,97
16.06.2025;6033,11
17.06.2025;5982,72
18.06.2025;5980,87
19.06.2025;
20.06.2025;5967,84
23.06.2025;6025,17
24.06.2025;6092,18
25.06.2025;6092,16
26.06.2025;6141,02
27.06.2025;6173,07
30.06.2025;6204,95
01.07.2025;6198,01
02.07.2025;6227,42
03.07.2025;6279,35
04.07.2025;
07.07.2025;6229,98
;
;
;
;
;
;
;
